canonical_common_name,scientific_name,family_sci,family_common,order,regions,alpha_4,aliases,is_model_species
Antioquia Brushfinch,Atlapetes blancae,Passerellidae,Sparrow sp.,Passeriformes,SA,,,0
Antioquia Wren,Thryophilus sernai,Troglodytidae,Wren sp.,Passeriformes,SA,,,0
Antipodean Albatross,Diomedea antipodensis,Diomedeidae,Albatrosses,Procellariiformes,PO,,,0
Antipodes Parakeet,Cyanoramphus unicolor,Psittaculidae,Old World Parrots,Psittaciformes,AU,,,0
Apapane,Himatione sanguinea,Fringillidae,Finch sp.,Passeriformes,PO,APAP,,0
Apical Flycatcher,Myiarchus apicalis,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Aplomado Falcon,Falco femoralis,Falconidae,Falcon/Caracara sp.,Falconiformes,"MA,SA",APFA,,0
Apo Myna,Goodfellowia miranda,Sturnidae,Starling/Myna sp.,Passeriformes,OR,,,0
Apo Sunbird,Aethopyga boltoni,Nectariniidae,Sunbirds,Passeriformes,OR,,,0
Apolinar's Wren,Cistothorus apolinari,Troglodytidae,Wren sp.,Passeriformes,SA,,,0
Apostlebird,Struthidea cinerea,Corcoracidae,Australian Mudnesters,Passeriformes,AU,,,0
Appert's Tetraka,Xanthomixis apperti,Bernieridae,Tetrakas & Allies,Passeriformes,AF,,,0
Apricot-breasted Sunbird,Cinnyris buettikoferi,Nectariniidae,Sunbirds,Passeriformes,AU,,,0
Apurimac Brushfinch,Atlapetes forbesi,Passerellidae,Sparrow sp.,Passeriformes,SA,,,0
Apurimac Spinetail,Synallaxis courseni,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Aquatic Warbler,Acrocephalus paludicola,Acrocephalidae,Reed Warblers & Allies,Passeriformes,PAL,,,0
Arabian Babbler,Argya squamiceps,Leiothrichidae,Laughingthrushes & Allies,Passeriformes,PAL,,,0
Arabian Bustard,Ardeotis arabs,Otididae,Bustards,Otidiformes,AF,,,0
Arabian Eagle-Owl,Bubo milesi,Strigidae,Owl sp.,Strigiformes,PAL,,,0
Arabian Golden Sparrow,Passer euchlorus,Passeridae,Old World Sparrow sp.,Passeriformes,"AF,PAL",,,0
Arabian Golden-winged Grosbeak,Rhynchostruthus percivali,Fringillidae,Finch sp.,Passeriformes,PAL,,,0
Arabian Green Bee-eater,Merops cyanophrys,Meropidae,Bee-eaters,Coraciiformes,PAL,,,0
Arabian Lark,Eremalauda eremodites,Alaudidae,Horned Lark,Passeriformes,PAL,,,0
Arabian Partridge,Alectoris melanocephala,Phasianidae,Grouse/Pheasant sp.,Galliformes,PAL,,,0
Arabian Scops Owl,Otus pamelae,Strigidae,Owl sp.,Strigiformes,PAL,,,0
Arabian Serin,Crithagra rothschildi,Fringillidae,Finch sp.,Passeriformes,PAL,,,0
Arabian Sunbird,Cinnyris hellmayri,Nectariniidae,Sunbirds,Passeriformes,PAL,,,0
Arabian Warbler,Curruca leucomelaena,Sylviidae,Sylviid Babblers,Passeriformes,AF,,,0
Arabian Waxbill,Estrilda rufibarba,Estrildidae,Scaly-breasted Munia,Passeriformes,PAL,,,0
Arabian Wheatear,Oenanthe lugentoides,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,PAL,,,0
Arabian Woodpecker,Dendrocoptes dorae,Picidae,Woodpecker sp.,Piciformes,PAL,,,0
Arafura Fantail,Rhipidura dryas,Rhipiduridae,Fantails,Passeriformes,AU,,,0
Arafura Shrikethrush,Colluricincla megarhyncha,Pachycephalidae,Whistlers & Allies,Passeriformes,AU,,,0
Araguaia Spinetail,Synallaxis simoni,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Araripe Manakin,Chiroxiphia bokermanni,Pipridae,Manakins,Passeriformes,SA,,,0
Araucaria Tit-Spinetail,Leptasthenura setaria,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Archbold's Bowerbird,Archboldia papuensis,Ptilonorhynchidae,Bowerbirds,Passeriformes,AU,,,0
Archbold's Newtonia,Newtonia archboldi,Vangidae,Vangas & Allies,Passeriformes,AF,,,0
Archbold's Nightjar,Eurostopodus archboldi,Caprimulgidae,Nightjar sp.,Caprimulgiformes,AU,,,0
Archer's Ground Robin,Dessonornis archeri,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,AF,,,0
Archer's Lark,Heteromirafra archeri,Alaudidae,Horned Lark,Passeriformes,AF,,,0
Arctic Tern,Sterna paradisaea,Laridae,Gull/Tern/Skimmer sp.,Charadriiformes,"PAL,NA",ARTE,,1
Arctic Warbler,Phylloscopus borealis,Phylloscopidae,Leaf Warblers,Passeriformes,"PAL,NA",ARWA,,0
Arfak Astrapia,Astrapia nigra,Paradisaeidae,Birds-of-paradise,Passeriformes,AU,,,0
Arfak Catbird,Ailuroedus arfakianus,Ptilonorhynchidae,Bowerbirds,Passeriformes,AU,,,0
Arfak Honeyeater,Melipotes gymnops,Meliphagidae,Honeyeaters,Passeriformes,AU,,,0
Aripuana Antwren,Herpsilochmus stotzi,Thamnophilidae,Antbirds,Passeriformes,SA,,,0
Arizona Woodpecker,Leuconotopicus arizonae,Picidae,Woodpecker sp.,Piciformes,"NA,MA",ARWO,,0
Armenian Gull,Larus armenicus,Laridae,Gull/Tern/Skimmer sp.,Charadriiformes,PAL,,,0
Arnot's Chat,Myrmecocichla arnotti,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,AF,,,0
Arrow-marked Babbler,Turdoides jardineii,Leiothrichidae,Laughingthrushes & Allies,Passeriformes,AF,,,0
Arrowhead Piculet,Picumnus minutissimus,Picidae,Woodpecker sp.,Piciformes,SA,,,0
Arrowhead Warbler,Setophaga pharetra,Parulidae,Warbler sp.,Passeriformes,NA,ARRW,,0
Ascension Crake,Mundia †† elpenor ††,Rallidae,Rail/Gallinule/Coot sp.,Gruiformes,AO,,,0
Ascension Frigatebird,Fregata aquila,Fregatidae,Frigatebirds,Suliformes,AO,,,0
Ascension Night Heron,Nycticorax olsoni ††,Ardeidae,Heron/Egret/Bittern sp.,Pelecaniformes,AO,,,0
Ash-breasted Antbird,Myrmoborus lugubris,Thamnophilidae,Antbirds,Passeriformes,SA,,,0
Ash-breasted Sierra Finch,Geospizopsis plebejus,Thraupidae,Tanagers & Allies,Passeriformes,SA,,,0
Ash-breasted Tit-Tyrant,Anairetes alpinus,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Ash-browed Spinetail,Cranioleuca curtata,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Ash-colored Cuckoo,Coccycua cinerea,Cuculidae,Cuckoo/Roadrunner sp.,Cuculiformes,SA,,,0
Ash-colored Tapaculo,Myornis senilis,Rhinocryptidae,Tapaculos,Passeriformes,SA,,,0
Ash-throated Antwren,Herpsilochmus parkeri,Thamnophilidae,Antbirds,Passeriformes,SA,,,0
Ash-throated Casiornis,Casiornis fuscus,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Ash-throated Crake,Mustelirallus albicollis,Rallidae,Rail/Gallinule/Coot sp.,Gruiformes,SA,,,0
Ash-throated Flycatcher,Myiarchus cinerascens,Tyrannidae,Flycatcher sp.,Passeriformes,"NA,MA",ATFL,,1
Ash-throated Gnateater,Conopophaga peruviana,Conopophagidae,Gnateaters,Passeriformes,SA,,,0
Ash-winged Antwren,Euchrepomis spodioptila,Thamnophilidae,Antbirds,Passeriformes,SA,,,0
Ashambu Laughingthrush,Montecincla meridionalis,Leiothrichidae,Laughingthrushes & Allies,Passeriformes,OR,,,0
Ashy Bulbul,Hemixos flavala,Pycnonotidae,Bulbuls,Passeriformes,OR,,,0
Ashy Cisticola,Cisticola cinereolus,Cisticolidae,Cisticolas & Allies,Passeriformes,AF,,,0
Ashy Drongo,Dicrurus leucophaeus,Dicruridae,Drongos,Passeriformes,OR,,,0
Ashy Flowerpecker,Dicaeum vulneratum,Dicaeidae,Flowerpeckers,Passeriformes,AU,,,0
Ashy Flycatcher,Fraseria caerulescens,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,AF,,,0
Ashy Minivet,Pericrocotus divaricatus,Campephagidae,Cuckooshrikes,Passeriformes,PAL,,,0
Ashy Myzomela,Myzomela cineracea,Meliphagidae,Honeyeaters,Passeriformes,AU,,,0
Ashy Prinia,Prinia socialis,Cisticolidae,Cisticolas & Allies,Passeriformes,OR,,,0
Ashy Robin,Heteromyias albispecularis,Petroicidae,Australasian Robins,Passeriformes,AU,,,0
Ashy Starling,Lamprotornis unicolor,Sturnidae,Starling/Myna sp.,Passeriformes,AF,,,0
Ashy Storm Petrel,Hydrobates homochroa,Hydrobatidae,Storm-Petrel sp.,Procellariiformes,PO,ASSP,,0
Ashy Tailorbird,Orthotomus ruficeps,Cisticolidae,Cisticolas & Allies,Passeriformes,OR,,,0
Ashy Thrush,Geokichla cinerea,Turdidae,Thrush sp.,Passeriformes,OR,,,0
Ashy Tit,Melaniparus cinerascens,Paridae,Titmouse/Chickadee sp.,Passeriformes,AF,,,0
Ashy Wood Pigeon,Columba pulchricollis,Columbidae,Pigeon/Dove sp.,Columbiformes,OR,,,0
Ashy Woodpecker,Mulleripicus fulvus,Picidae,Woodpecker sp.,Piciformes,AU,,,0
Ashy Woodswallow,Artamus fuscus,Artamidae,"Woodswallows, Butcherbirds & Allies",Passeriformes,OR,,,0
Ashy-bellied White-eye,Zosterops citrinella,Zosteropidae,White-eyes,Passeriformes,AU,,,0
Ashy-breasted Flycatcher,Muscicapa randi,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,OR,,,0
Ashy-crowned Sparrow-Lark,Eremopterix griseus,Alaudidae,Horned Lark,Passeriformes,OR,,,0
Ashy-faced Owl,Tyto glaucops,Tytonidae,Barn Owl,Strigiformes,NA,AFOW,,0
Ashy-fronted Bulbul,Pycnonotus cinereifrons,Pycnonotidae,Bulbuls,Passeriformes,OR,,,0
Ashy-headed Babbler,Pellorneum cinereiceps,Pellorneidae,Ground Babblers,Passeriformes,OR,,,0
Ashy-headed Goose,Chloephaga poliocephala,Anatidae,Waterfowl sp.,Anseriformes,SA,,,0
Ashy-headed Green Pigeon,Treron phayrei,Columbidae,Pigeon/Dove sp.,Columbiformes,OR,,,0
Ashy-headed Greenlet,Hylophilus pectoralis,Vireonidae,Vireo sp.,Passeriformes,SA,,,0
Ashy-headed Laughingthrush,Argya cinereifrons,Leiothrichidae,Laughingthrushes & Allies,Passeriformes,OR,,,0
Ashy-headed Tyrannulet,Tyranniscus cinereiceps,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Ashy-tailed Swift,Chaetura andrei,Apodidae,Swift sp.,Apodiformes,SA,,,0
Ashy-throated Chlorospingus,Chlorospingus canigularis,Passerellidae,Sparrow sp.,Passeriformes,"MA,SA",ATCH,,0
Ashy-throated Parrotbill,Suthora alphonsiana,Paradoxornithidae,Wrentit,Passeriformes,OR,,,0
Ashy-throated Warbler,Phylloscopus maculipennis,Phylloscopidae,Leaf Warblers,Passeriformes,OR,,,0
Asian Barred Owlet,Glaucidium cuculoides,Strigidae,Owl sp.,Strigiformes,OR,,,0
Asian Brown Flycatcher,Muscicapa dauurica,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,"PAL,OR",ABFL,,0
Asian Desert Warbler,Curruca nana,Sylviidae,Sylviid Babblers,Passeriformes,PAL,,,0
Asian Dowitcher,Limnodromus semipalmatus,Scolopacidae,Sandpiper sp.,Charadriiformes,PAL,,,0
Asian Emerald Cuckoo,Chrysococcyx maculatus,Cuculidae,Cuckoo/Roadrunner sp.,Cuculiformes,OR,,,0
Asian Fairy-bluebird,Irena puella,Irenidae,Fairy-bluebirds,Passeriformes,OR,,,0
Asian Glossy Starling,Aplonis panayensis,Sturnidae,Starling/Myna sp.,Passeriformes,"OR,AU",,,0
Asian Golden Weaver,Ploceus hypoxanthus,Ploceidae,"Weavers, Widowbirds",Passeriformes,OR,,,0
Asian Green Bee-eater,Merops orientalis,Meropidae,Bee-eaters,Coraciiformes,"PAL,OR",,,0
Asian Houbara,Chlamydotis macqueenii,Otididae,Bustards,Otidiformes,PAL,,,0
Asian House Martin,Delichon dasypus,Hirundinidae,Swallow sp.,Passeriformes,PAL,,,0
Asian Koel,Eudynamys scolopaceus,Cuculidae,Cuckoo/Roadrunner sp.,Cuculiformes,OR,,,0
Asian Openbill,Anastomus oscitans,Ciconiidae,Wood Stork,Ciconiiformes,OR,,,0
Asian Palm Swift,Cypsiurus balasiensis,Apodidae,Swift sp.,Apodiformes,OR,,,0
Asian Red-eyed Bulbul,Pycnonotus brunneus,Pycnonotidae,Bulbuls,Passeriformes,OR,,,0
Asian Rosy Finch,Leucosticte arctoa,Fringillidae,Finch sp.,Passeriformes,PAL,ASRF,,0
Asian Short-toed Lark,Alaudala cheleensis,Alaudidae,Horned Lark,Passeriformes,PAL,,,0
Asian Stubtail,Urosphena squameiceps,Cettiidae,Cettia Bush Warblers & Allies,Passeriformes,PAL,,,0
Asian Woolly-necked Stork,Ciconia episcopus,Ciconiidae,Wood Stork,Ciconiiformes,"OR,AU",,,0
Asir Magpie,Pica asirensis,Corvidae,Corvid sp.,Passeriformes,PAL,,,0
Assam Laughingthrush,Trochalopteron chrysopterum,Leiothrichidae,Laughingthrushes & Allies,Passeriformes,OR,,,0
Atherton Scrubwren,Sericornis keri,Acanthizidae,Australasian Warblers,Passeriformes,AU,,,0
Atitlan Grebe,Podilymbus gigas †,Podicipedidae,Grebe sp.,Podicipediformes,MA,ATGR,,0
Atiu Swiftlet,Aerodramus sawtelli,Apodidae,Swift sp.,Apodiformes,PO,,,0
Atlantic Black-throated Trogon,Trogon chrysochloros,Trogonidae,Trogons,Trogoniformes,SA,,,0
Atlantic Canary,Serinus canaria,Fringillidae,Finch sp.,Passeriformes,AF,ISCA,,0
Atlantic Petrel,Pterodroma incerta,Procellariidae,Shearwater/Petrel sp.,Procellariiformes,AO,,,0
Atlantic Plain Xenops,Xenops minutus,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Atlantic Puffin,Fratercula arctica,Alcidae,Auk/Murre/Puffin sp.,Charadriiformes,"PAL,NA",ATPU,,1
Atlantic Royal Flycatcher,Onychorhynchus swainsoni,Onychorhynchidae,Royal Flycatchers & Allies,Passeriformes,SA,,,0
Atlantic Yellow-nosed Albatross,Thalassarche chlororhynchos,Diomedeidae,Albatrosses,Procellariiformes,AO,YNAL,,0
Atlas Pied Flycatcher,Ficedula speculigera,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,AF,,,0
Atlas Wheatear,Oenanthe seebohmi,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,AF,,,0
Atoll Fruit Dove,Ptilinopus coralensis,Columbidae,Pigeon/Dove sp.,Columbiformes,PO,,,0
Atoll Starling,Aplonis feadensis,Sturnidae,Starling/Myna sp.,Passeriformes,AU,,,0
Atuen Antpitta,Grallaria atuensis,Grallariidae,Antpittas,Passeriformes,SA,,,0
Auckland Rail,Lewinia muelleri,Rallidae,Rail/Gallinule/Coot sp.,Gruiformes,AU,,,0
Auckland Shag,Leucocarbo colensoi,Phalacrocoracidae,Cormorant sp.,Suliformes,AU,,,0
Auckland Teal,Anas aucklandica,Anatidae,Waterfowl sp.,Anseriformes,AU,,,0
Audouin's Gull,Ichthyaetus audouinii,Laridae,Gull/Tern/Skimmer sp.,Charadriiformes,PAL,,,0
Audubon's Oriole,Icterus graduacauda,Icteridae,Blackbird/Oriole sp.,Passeriformes,"NA,MA",AUOR,,0
Audubon's Warbler,Setophaga auduboni,Parulidae,Warbler sp.,Passeriformes,"NA,MA",,,0
Augur Buzzard,Buteo augur,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,AF,,,0
Austen's Brown Hornbill,Anorrhinus austeni,Bucerotidae,Hornbills,Bucerotiformes,OR,,,0
Austral Blackbird,Curaeus curaeus,Icteridae,Blackbird/Oriole sp.,Passeriformes,SA,,,0
Austral Canastero,Asthenes anthoides,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Austral Negrito,Lessonia rufa,Tyrannidae,Flycatcher sp.,Passeriformes,SA,,,0
Austral Parakeet,Enicognathus ferrugineus,Psittacidae,Parrot sp.,Psittaciformes,SA,,,0
Austral Pygmy Owl,Glaucidium nana,Strigidae,Owl sp.,Strigiformes,SA,,,0
Austral Rail,Rallus antarcticus,Rallidae,Rail/Gallinule/Coot sp.,Gruiformes,SA,,,0
Austral Thrush,Turdus falcklandii,Turdidae,Thrush sp.,Passeriformes,SA,,,0
Australasian Bittern,Botaurus poiciloptilus,Ardeidae,Heron/Egret/Bittern sp.,Pelecaniformes,AU,,,0
Australasian Darter,Anhinga novaehollandiae,Anhingidae,Anhinga,Suliformes,AU,,,0
Australasian Figbird,Sphecotheres vieilloti,Oriolidae,"Figbirds, Old World Orioles, Piopios",Passeriformes,AU,,,0
Australasian Gannet,Morus serrator,Sulidae,Gannet/Booby sp.,Suliformes,AU,,,0
Australasian Grebe,Tachybaptus novaehollandiae,Podicipedidae,Grebe sp.,Podicipediformes,"OR,AU",,,0
Australasian Shoveler,Spatula rhynchotis,Anatidae,Waterfowl sp.,Anseriformes,AU,,,0
Australasian Swamphen,Porphyrio melanotus,Rallidae,Rail/Gallinule/Coot sp.,Gruiformes,"AU,PO",,,0
Australian Boobook,Ninox boobook,Strigidae,Owl sp.,Strigiformes,AU,,,0
Australian Brushturkey,Alectura lathami,Megapodiidae,Megapodes,Galliformes,AU,,,0
Australian Bustard,Ardeotis australis,Otididae,Bustards,Otidiformes,AU,,,0
Australian Crake,Porzana fluminea,Rallidae,Rail/Gallinule/Coot sp.,Gruiformes,AU,,,0
Australian Golden Whistler,Pachycephala pectoralis,Pachycephalidae,Whistlers & Allies,Passeriformes,AU,,,0
Australian Hobby,Falco longipennis,Falconidae,Falcon/Caracara sp.,Falconiformes,AU,,,0
Australian King Parrot,Alisterus scapularis,Psittaculidae,Old World Parrots,Psittaciformes,AU,,,0
Australian Logrunner,Orthonyx temminckii,Orthonychidae,Logrunners,Passeriformes,AU,,,0
Australian Magpie,Gymnorhina tibicen,Artamidae,"Woodswallows, Butcherbirds & Allies",Passeriformes,AU,,,0
Australian Masked Owl,Tyto novaehollandiae,Tytonidae,Barn Owl,Strigiformes,AU,,,0
Australian Owlet-nightjar,Aegotheles cristatus,Aegothelidae,Owlet-nightjars,Aegotheliformes,AU,,,0
Australian Painted-snipe,Rostratula australis,Rostratulidae,Painted-snipes,Charadriiformes,AU,,,0
Australian Pelican,Pelecanus conspicillatus,Pelecanidae,Pelican sp.,Pelecaniformes,AU,,,0
Australian Pied Cormorant,Phalacrocorax varius,Phalacrocoracidae,Cormorant sp.,Suliformes,AU,,,0
Australian Pipit,Anthus australis,Motacillidae,Pipit/Wagtail sp.,Passeriformes,AU,,,0
Australian Pratincole,Stiltia isabella,Glareolidae,"Coursers, Pratincoles",Charadriiformes,AU,,,0
Australian Raven,Corvus coronoides,Corvidae,Corvid sp.,Passeriformes,AU,,,0
Australian Reed Warbler,Acrocephalus australis,Acrocephalidae,Reed Warblers & Allies,Passeriformes,AU,,,0
Australian Ringneck,Barnardius zonarius,Psittaculidae,Old World Parrots,Psittaciformes,AU,,,0
Australian Rufous Fantail,Rhipidura rufifrons,Rhipiduridae,Fantails,Passeriformes,AU,,,0
Australian Shelduck,Tadorna tadornoides,Anatidae,Waterfowl sp.,Anseriformes,AU,,,0
Australian Swiftlet,Aerodramus terraereginae,Apodidae,Swift sp.,Apodiformes,AU,,,0
Australian Tern,Gelochelidon macrotarsa,Laridae,Gull/Tern/Skimmer sp.,Charadriiformes,AU,,,0
Australian White Ibis,Threskiornis molucca,Threskiornithidae,Ibis/Spoonbill sp.,Pelecaniformes,AU,,,0
Australian Zebra Finch,Taeniopygia castanotis,Estrildidae,Scaly-breasted Munia,Passeriformes,AU,,,0
Ayacucho Antpitta,Grallaria ayacuchensis,Grallariidae,Antpittas,Passeriformes,SA,,,0
Ayacucho Thistletail,Asthenes ayacuchensis,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Ayeyarwady Bulbul,Pycnonotus blanfordi,Pycnonotidae,Bulbuls,Passeriformes,OR,,,0
Ayres's Hawk-Eagle,Hieraaetus ayresii,Accipitridae,Hawk/Eagle/Kite sp.,Accipitriformes,AF,,,0
Azara's Spinetail,Synallaxis azarae,Furnariidae,Ovenbirds,Passeriformes,SA,,,0
Azores Bullfinch,Pyrrhula murina,Fringillidae,Finch sp.,Passeriformes,AO,,,0
Azores Chaffinch,Fringilla moreletti,Fringillidae,Finch sp.,Passeriformes,PAL,,,0
Aztec Rail,Rallus tenuirostris,Rallidae,Rail/Gallinule/Coot sp.,Gruiformes,MA,AZRA,,0
Aztec Thrush,Ridgwayia pinicola,Turdidae,Thrush sp.,Passeriformes,MA,AZTH,,0
Azuero Dove,Leptotila battyi,Columbidae,Pigeon/Dove sp.,Columbiformes,MA,,,0
Azure Dollarbird,Eurystomus azureus,Coraciidae,Rollers,Coraciiformes,AU,,,0
Azure Gallinule,Porphyrio flavirostris,Rallidae,Rail/Gallinule/Coot sp.,Gruiformes,SA,AZGA,,0
Azure Jay,Cyanocorax caeruleus,Corvidae,Corvid sp.,Passeriformes,SA,,,0
Azure Kingfisher,Ceyx azureus,Alcedinidae,Kingfisher sp.,Coraciiformes,AU,,,0
Azure Tit,Cyanistes cyanus,Paridae,Titmouse/Chickadee sp.,Passeriformes,PAL,,,0
Azure-breasted Pitta,Pitta steerii,Pittidae,Pittas,Passeriformes,OR,,,0
Azure-crested Flycatcher,Myiagra azureocapilla,Monarchidae,Monarchs,Passeriformes,PO,,,0
Azure-crowned Hummingbird,Saucerottia cyanocephala,Trochilidae,Hummingbird sp.,Apodiformes,MA,AZCH,,0
Azure-hooded Jay,Cyanolyca cucullata,Corvidae,Corvid sp.,Passeriformes,MA,AHJA,,0
Azure-naped Jay,Cyanocorax heilprini,Corvidae,Corvid sp.,Passeriformes,SA,,,0
Azure-rumped Parrot,Tanygnathus sumatranus,Psittaculidae,Old World Parrots,Psittaciformes,AU,,,0
Azure-rumped Tanager,Poecilostreptus cabanisi,Thraupidae,Tanagers & Allies,Passeriformes,MA,ARTA,,0
Azure-shouldered Tanager,Thraupis cyanoptera,Thraupidae,Tanagers & Allies,Passeriformes,SA,,,0
Azure-winged Magpie,Cyanopica cyanus,Corvidae,Corvid sp.,Passeriformes,PAL,,,0
Babar Whistler,Pachycephala sharpei,Pachycephalidae,Whistlers & Allies,Passeriformes,AU,,,0
Babbling Starling,Neocichla gutturalis,Sturnidae,Starling/Myna sp.,Passeriformes,AF,,,0
Bacan Myzomela,Myzomela batjanensis,Meliphagidae,Honeyeaters,Passeriformes,AU,,,0
Bachman's Sparrow,Peucaea aestivalis,Passerellidae,Sparrow sp.,Passeriformes,NA,BACS,,0
Bachman's Warbler,Vermivora bachmanii,Parulidae,Warbler sp.,Passeriformes,NA,BAWA,,0
Baer's Pochard,Aythya baeri,Anatidae,Waterfowl sp.,Anseriformes,PAL,,,0
Baglafecht Weaver,Ploceus baglafecht,Ploceidae,"Weavers, Widowbirds",Passeriformes,AF,,,0
Bagobo Babbler,Leonardina woodi,Muscicapidae,"Chats, Old World Flycatchers",Passeriformes,OR,,,0
Bahama Mockingbird,Mimus gundlachii,Mimidae,Mockingbird/Thrasher sp.,Passeriformes,NA,BAMO,,0
Bahama Nuthatch,Sitta insularis,Sittidae,Nuthatch sp.,Passeriformes,NA,BANU,,0
